Unnamed: 0,brand,model,price,engine,year,mileage,fuel,gearbox,location,car_age,price_per_km,brand_classification,log_price,log_mileage
0,SEAT,Ibiza,8990,SC 1.2 TSI 90cv Style,2016,67000,Gasolina,Manual,Granollers,9,0.13417910447761194,economy,9.103979355984773,11.112462823634855
1,Hyundai,i30,9990,1.6 CRDi 110cv Tecno,2014,104868,Diésel,Manual,Viladecans,11,0.09526261585993821,economy,9.209439966733019,11.560467231167463
2,BMW,Serie 5,13490,530d Touring,2011,137566,Diésel,Automatica,Viladecans,14,0.09806202113894422,luxury,9.509778075438817,11.831866350137231
3,Volkswagen,Golf,24990,GTI 2.0 TSI 169kW (230CV),2018,44495,Gasolina,Manual,Viladecans,7,0.5616361388920104,economy,10.126271039034782,10.703154576473747
4,Opel,Corsa,10460,1.4 Expression 90 CV,2016,69800,Gasolina,Manual,Sabadell 1,9,0.1498567335243553,economy,9.25540933534376,11.153403615295403
5,SEAT,Ibiza,8490,SC 1.2 TSI 105cv FR,2014,114295,Gasolina,Manual,Granollers,11,0.07428146463099873,economy,9.046762057999363,11.646546853544994
7,Kia,Sportage,14990,1.6 GDi 97kW (132CV) Basic 4x2,2017,81999,Gasolina,Manual,Gavá,8,0.18280710740374884,economy,9.615205300012315,11.31447452624639
9,SEAT,Leon,21990,1.5 eTSI 110kW DSG-7 S&S Xcellence Go M,2020,18999,Híbrido,Automatica,Gavá,5,1.1574293383862309,economy,9.998388557730847,9.852194258148577
12,BMW,Serie 1,25490,118i,2019,27985,Gasolina,Automatica,Mataró,6,0.9108450955869216,luxury,10.14608072767165,10.239459664115659
13,SEAT,Leon,23990,2.0 TSI 221kW (300CV) DSG-6 St&Sp CUPRA,2018,40250,Gasolina,Automatica,Mataró,7,0.5960248447204969,economy,10.085434038999999,10.602890127258581
14,Ford,Focus,14490,1.0 Ecoboost 92kW ST-Line,2019,99958,Gasolina,Manual,Mataró,6,0.14496088357109987,economy,9.581283046045924,11.512515380897247
16,Toyota,C-HR,17990,1.8 125H Advance,2018,66000,Híbrido,Automatica,Mataró,7,0.2725757575757576,economy,9.79762691183662,11.097425172408931
17,Toyota,Yaris,12990,1.5 110 Active Tech,2019,26073,Gasolina,Manual,Mataró,6,0.49821654585203085,economy,9.472012088995733,10.168693928222723
18,Hyundai,i30,13490,1.0 TGDI Link Fastback,2018,69317,Gasolina,Manual,Mataró,7,0.19461315406033153,economy,9.509778075438817,11.146459891711073
19,Volkswagen,Touran,18490,Edition 1.6 TDI CR 115CV BMT,2016,46993,Diésel,Manual,Sabadell 2,9,0.3934628561700679,economy,9.825039406206987,10.75777521296855
20,BMW,Serie 3,15990,320d Gran Turismo,2014,118200,Diésel,Manual,Sabadell 2,11,0.1352791878172589,luxury,9.679781342959442,11.680141844155234
21,SEAT,Ibiza,10490,1.0 EcoTSI 95cv Style Connect,2016,99898,Gasolina,Manual,Mataró,9,0.10500710724939438,economy,9.258273025731485,11.511914954576534
22,Peugeot,208,10460,5P STYLE 1.6 BlueHDi 100,2016,109252,Diésel,Manual,Sabadell 1,9,0.09574195438069784,economy,9.25540933534376,11.601421572535052
24,SEAT,Ibiza,16820,1.0 EcoTSI 85kW (115CV) FR Plus,2018,19800,Gasolina,Manual,Sabadell 1,7,0.8494949494949495,economy,9.730383384791782,9.893487720457793
25,Toyota,Rav4,9950,2.2 D-4D Advance 4x2,2011,192000,Diésel,Manual,Sabadell 1,14,0.05182291666666667,economy,9.205428327615161,12.165255859329688
27,BMW,Serie 3,11380,318d Touring,2014,194000,Diésel,Manual,Sabadell 1,11,0.05865979381443299,luxury,9.339700577281889,12.175618592671356
28,Peugeot,3008,9990,Access 1.6 HDI 111 FAP,2012,99738,Diésel,Manual,Esplugas,13,0.10016242555495398,economy,9.209439966733019,11.510312052982076
29,Renault,Clio,12990,Business TCe 55kW (75CV) -18,2019,24506,Gasolina,Manual,Esplugas,6,0.53007426752632,economy,9.472012088995733,10.106714070009978
31,Toyota,Verso,10490,1.6D 115D Business 5pl.,2016,178807,Diésel,Manual,Esplugas,9,0.05866660701202973,economy,9.258273025731485,12.094067883449931
33,Ford,Tourneo Courier,12990,1.0 EcoBoost 100cv Ambiente,2016,96652,Gasolina,Manual,Esplugas,9,0.13439970202375534,economy,9.472012088995733,11.478882523989205
34,Peugeot,2008,12990,Active 1.2L PureTech 110 S&S,2016,83400,Gasolina,Manual,Sabadell 2,9,0.15575539568345323,economy,9.472012088995733,11.331415578682627
35,Ford,Transit Connect,12490,Van 1.6 TDCi 115cv Base 200 L1,2014,126400,Diésel,Manual,Sabadell 2,11,0.0988132911392405,economy,9.43276366396591,11.747214672056003
36,Opel,Grandland X,17990,1.2 Turbo Ultimate,2019,42368,Gasolina,Manual,Gavá,6,0.424612915407855,economy,9.79762691183662,10.654172241737173
37,BMW,Serie 4,57990,M4 COMPETITION,2018,28999,Gasolina,Automatica,Gavá,7,1.9997241284182212,luxury,10.968043105074278,10.275051108968611
38,Audi,A4,16490,2.0 TDI 150CV multitronic S line edition,2015,123253,Diésel,Automatica,Gavá,10,0.1337898469002783,luxury,9.71057005652877,11.72200254573936
39,Volkswagen,Transporter,17990,Kombi PRO Corto TM 2.0 TDI BMT 114CV,2015,122500,Diésel,Manual,Sabadell 2,10,0.14685714285714285,economy,9.79762691183662,11.715874472198905
40,Volkswagen,Golf,18990,Advance 1.4 TSI 92kW (125CV) DSG,2018,39245,Gasolina,Automatica,Gavá,7,0.4838832972353166,economy,9.851720461714244,10.577604807189267
41,Peugeot,Partner,12990,TEPEE Access BlueHDi 1.6 HDi 100,2015,117417,Diésel,Manual,Gavá,10,0.1106313395845576,economy,9.472012088995733,11.673495496599669
43,SEAT,Ibiza,12990,1.0 MPI 59kW (80CV) Style,2019,16000,Gasolina,Manual,Gavá,6,0.811875,economy,9.472012088995733,9.680406499268875
44,Opel,Mokka X,17490,1.4 T 103kW 4X2 S&S Innovation,2019,56900,Gasolina,Manual,Hospitalet,6,0.3073813708260105,economy,9.769441741907062,10.949068194652432
47,Volkswagen,Golf,17490,Sport 1.0 TSI 85kW (115CV) Variant,2019,77900,Gasolina,Manual,Hospitalet,6,0.2245186136071887,economy,9.769441741907062,11.263194068746921
48,Volkswagen,Touran,13490,1.6 TDI 105cv DSG Edition,2013,99990,Diésel,Automatica,Esplugas,12,0.1349134913491349,economy,9.509778075438817,11.512835460919986
49,Opel,Crossland X,15490,1.2 96kW (130CV) Innovation S/S,2019,67100,Gasolina,Manual,Hospitalet,6,0.230849478390462,economy,9.648014489106362,11.113954225978379
52,Kia,Ceed Tourer,18960,Tourer 1.0 T-GDi 88kW (120CV) GT Line,2019,32360,Gasolina,Manual,Sabadell 1,6,0.5859085290482077,economy,9.850139517034203,10.384709273043539
54,BMW,Serie 2 Active Tourer,14970,216d,2016,160000,Diésel,Manual,Sabadell 1,9,0.0935625,luxury,9.613870275449836,11.982935344196433
55,SEAT,Ibiza,10570,1.0 EcoTSI 95cv Reference,2016,86528,Gasolina,Manual,Sabadell 1,9,0.12215698964497042,economy,9.265869681768663,11.368234896848463
57,SEAT,Ibiza,12990,1.0 EcoTSI 70kW (95CV) Style,2017,42700,Gasolina,Manual,Mataró,8,0.3042154566744731,economy,9.472012088995733,10.661977618146237
59,SEAT,Leon,11490,1.6 TDI 66kW (90CV) Reference,2017,128000,Diésel,Manual,Hospitalet,8,0.089765625,economy,9.349319399257633,11.759793355371237
60,Opel,Astra,15490,1.2T SHL 81kW (110CV) Astra,2020,7500,Gasolina,Manual,Hospitalet,5,2.0653333333333332,economy,9.648014489106362,8.922791623969635
61,SEAT,Leon,8990,1.2 TSI 105cv Style Copa,2012,146000,Gasolina,Manual,Hospitalet,13,0.06157534246575343,economy,9.103979355984773,11.891368749982085
64,Renault,Clio,8990,Dynamique Energy TCe 90 S&S eco2,2014,55315,Gasolina,Manual,Viladecans,11,0.16252372774111903,economy,9.103979355984773,10.92081747658455
65,SEAT,Toledo,12990,1.0 TSI 81kW St&Sp STYLE EDITION,2018,20253,Gasolina,Manual,Mataró,7,0.6413864612649978,economy,9.472012088995733,9.91610758389223
66,Toyota,Yaris,15990,1.5 100H Feel,2020,19700,Híbrido,Automatica,Badalona,5,0.8116751269035533,economy,9.679781342959442,9.888424674859081
67,Ford,S-Max,9990,2.0 TDCi 140cv DPF Trend,2012,100500,Diésel,Automatica,Badalona,13,0.09940298507462686,economy,9.209439966733019,11.51792295668052
69,Volkswagen,Tiguan,13990,T1 2.0 TDI 110CV BMT 4x2,2015,99265,Diésel,Manual,Badalona,10,0.14093587870850752,economy,9.546169544733285,11.50555839462466
70,Lexus,CT,18490,1.8 200h Business,2018,43909,Híbrido,Automatica,Esplugas,7,0.4210981803274955,luxury,9.825039406206987,10.689897363555763
71,BMW,X4,26990,xDrive30d,2017,187000,Diésel,Automatica,Sabadell 3,8,0.14433155080213902,luxury,10.203258756085228,12.138869243416007
72,BMW,Serie 3,18990,318d,2017,126000,Diésel,Automatica,Sabadell 3,8,0.15071428571428572,luxury,9.851720461714244,11.744045122410057
73,Audi,Q5,30490,2.0 TDI clean diesel 140kW quattro S tro,2017,122593,Diésel,Automatica,Sabadell 2,8,0.24870914326266588,luxury,10.32518683708304,11.716633361645554
74,Ford,Kuga,14490,1.5 TDCi 120 4x2 A-S-S Titanium,2016,81320,Diésel,Manual,Sabadell 2,9,0.17818494835218887,economy,9.581283046045924,11.30615956476456
75,Ford,Kuga,16490,1.5 TDCi 88kW 4x2 A-S-S Trend,2017,42900,Diésel,Manual,Sabadell 2,8,0.3843822843822844,economy,9.71057005652877,10.666650414667744
76,Ford,Fiesta,13490,1.0 EcoBoost 103kW(140CV) ST-Line S/S 5p,2019,38950,Gasolina,Manual,Sabadell 2,6,0.3463414634146341,economy,9.509778075438817,10.570059724910275
79,Renault,Captur,14790,Life TCe 66kW (90CV),2019,23500,Gasolina,Manual,Granollers,6,0.6293617021276596,economy,9.601774166671369,10.064798252418377
80,SEAT,Ibiza,10490,1.2 TSI 66kW (90CV) Style,2017,95500,Gasolina,Manual,Sabadell 2,8,0.10984293193717277,economy,9.258273025731485,11.466891997618188
81,SEAT,Leon,22990,2.0 TSI 221kW (300CV) DSG-6 St&Sp CUPRA,2017,64100,Gasolina,Manual,Sabadell 2,8,0.35865834633385335,economy,10.042858113983936,11.068215243411098
82,BMW,X1,20990,sDrive18d Pack M,2016,116387,Diésel,Automatica,Mataró,9,0.1803466022837602,luxury,9.951849053414007,11.664684716181542
83,Toyota,C-HR,16990,1.8 125H Dynamic Plus,2017,99658,Híbrido,Automatica,Mataró,8,0.17048305203796985,economy,9.740439071085758,11.509509637669058
84,Kia,Sportage,21990,1.6 T-GDi 130kW GT Line Plus DCT 4x4,2018,23400,Gasolina,Automatica,Badalona,7,0.9397435897435897,economy,9.998388557730847,10.060534035475412
86,Renault,Clio,9490,Zen Energy dCi 66kW (90CV),2016,130300,Diésel,Manual,Granollers,9,0.072831926323868,economy,9.158099260130491,11.77760243768057
87,Renault,Espace,18990,Zen Energy dCi 118kW (160CV) TT EDC,2017,105000,Diésel,Automatica,Granollers,8,0.18085714285714286,economy,9.851720461714244,11.561725152903833
88,Opel,Mokka X,16990,1.4 T 103kW 4X4 S&S Innovation,2019,53405,Gasolina,Manual,Gavá,6,0.3181350060855725,economy,9.740439071085758,10.885678378186986
89,Kia,Optima,19990,1.7 CRDi VGT 141CV Emotion Eco-Dynamics,2016,88884,Diésel,Automatica,Gavá,9,0.22489986949282212,economy,9.903037451255743,11.395098678356785
90,Opel,Astra,12990,1.6 CDTi 81kW (110CV) Dynamic,2017,66515,Diésel,Manual,Gavá,8,0.19529429452003308,economy,9.472012088995733,11.105197799207804
91,Audi,Q3,22990,Sport edition 2.0 TDI 88kW (120CV),2018,57425,Diésel,Manual,Gavá,7,0.40034828036569436,luxury,10.042858113983936,10.95825244142396
92,Peugeot,3008,18990,1.2 PURETECH 96KW (130CV) ALLURE S&S,2018,106350,Gasolina,Manual,Gavá,7,0.17856135401974613,economy,9.851720461714244,11.57450022349908
93,Audi,A1,15990,Sportback 1.0 TFSI 95CVSLine Adrenalin,2016,37308,Gasolina,Manual,Viladecans,9,0.42859440334512705,luxury,9.679781342959442,10.526989863390185
95,Volkswagen,Polo,9990,Advance 1.0 75CV BMT,2015,46347,Gasolina,Manual,Viladecans,10,0.21554793190497767,economy,9.209439966733019,10.743933420116953
98,Audi,A4,18490,Avant 2.0 TDI 150CV S tronic,2016,118173,Diésel,Automatica,Viladecans,9,0.1564655208888663,luxury,9.825039406206987,11.679913393598978
101,SEAT,Ibiza,9490,1.6 TDI 90cv Reference,2013,94500,Diésel,Manual,Mataró,12,0.10042328042328043,economy,9.158099260130491,11.456365695436427
102,SEAT,Arona,15770,1.0 TSI 70kW (95CV) Style Edition Eco,2019,44158,Gasolina,Manual,Sabadell 1,6,0.35712668146202275,economy,9.665928089487558,10.69555203576704
104,Toyota,Yaris,10260,1.3 100 Active,2016,77977,Gasolina,Manual,Sabadell 1,9,0.13157725996127062,economy,9.236105579862208,11.264182014605733
105,Toyota,Verso,10370,115D Advance 5pl.,2015,129460,Diésel,Manual,Sabadell 1,10,0.08010196199598331,economy,9.246768728589734,11.771134956463303
106,Opel,Corsa,10120,1.4 Selective 66kW (90CV),2018,25200,Gasolina,Manual,Sabadell 1,7,0.4015873015873016,economy,9.222367752188902,10.134638955251866
107,Ford,Focus,16990,1.0 Ecoboost 92kW Titanium,2020,34100,Gasolina,Manual,Sabadell 3,5,0.49824046920821113,economy,9.740439071085758,10.43708198835482
108,Audi,A7,20990,Sportback 3.0 TDI 245 quattro S tronic,2014,216107,Diésel,Automatica,Sabadell 3,11,0.09712781168587784,luxury,9.951849053414007,12.283533561707953
109,Ford,Focus,12490,1.5 TDCi E6 88kW (120CV) Trend+,2017,102000,Diésel,Manual,Sabadell 3,8,0.12245098039215686,economy,9.43276366396591,11.532737896139919
110,Hyundai,i20,13290,1.0 TGDI 74kW(100CV) Tecno DT 2C,2019,33832,Gasolina,Manual,Mataró,6,0.3928233624970442,economy,9.494842393421333,10.429191936530588
112,Opel,Astra,8990,1.6 CDTi S/S 110 CV Excellence,2015,114400,Diésel,Manual,Sabadell 3,10,0.07858391608391609,economy,9.103979355984773,11.647465099148372
113,SEAT,Leon,18330,1.4 TSI 110kW (150CV) ACT St&Sp FR,2018,26000,Gasolina,Manual,Sabadell 1,7,0.705,economy,9.816348894719365,10.165890277802454
114,Renault,Kangoo Furgón,14430,Profesional Blue dCi 59 kW (80CV),2020,25100,Diésel,Manual,Sabadell 1,5,0.5749003984063745,economy,9.577133949436078,10.130662964963708
117,Renault,Clio 4,8990,Zen Energy TCe 66kW (90CV),2016,110000,Gasolina,Manual,Sabadell 3,9,0.08172727272727273,economy,9.103979355984773,11.608244735642321
118,Audi,A3,11430,Sportback 1.6 TDI 105cv Ambition,2014,97000,Diésel,Manual,Sabadell 1,11,0.11783505154639175,luxury,9.344084242025778,11.48247656671073
120,Peugeot,5008,24990,Allure 1.5L BlueHDi 96kW (130CV) S&S,2018,80995,Diésel,Automatica,Granollers,7,0.3085375640471634,economy,10.126271039034782,11.30215504971916
121,Volkswagen,T-Cross,23990,Advance 1.0 TSI 81kW (110CV) DSG,2020,12100,Gasolina,Automatica,Hospitalet,5,1.9826446280991736,economy,10.085434038999999,9.401043372798052
122,SEAT,Ibiza,8990,1.2 TSI 66kW (90CV) Reference,2017,39100,Gasolina,Manual,Hospitalet,8,0.229923273657289,economy,9.103979355984773,10.573903321093981
123,Kia,Sportage,15990,1.6 GDi 97kW (132CV) x-Tech17 4x2,2017,18000,Gasolina,Manual,Hospitalet,8,0.8883333333333333,economy,9.679781342959442,9.798182590890704
124,Opel,Astra,9990,1.6 Selective,2015,48000,Gasolina,Manual,Hospitalet,10,0.208125,economy,9.209439966733019,10.77897712300635
125,Ford,Ka+,9990,1.2 Ti-VCT White&Black Edition,2017,26400,Gasolina,Manual,Sabadell 2,8,0.3784090909090909,economy,9.209439966733019,10.181157167204903
129,Kia,Ceed,8490,1.6 CRDi VGT Drive,2016,173127,Diésel,Manual,Esplugas,9,0.04903914467414095,economy,9.046762057999363,12.061786484293458
131,Toyota,Yaris,5990,90D ACTIVE,2012,144437,Diésel,Manual,Esplugas,13,0.04147136813974259,economy,8.698013622083925,11.880605628715633
132,SEAT,Arona,14990,1.0 TSI 70kW (95CV) Style Ecomotive,2017,32760,Gasolina,Manual,Sabadell 2,8,0.45757020757020755,economy,9.615205300012315,10.39699406253165
133,Peugeot,2008,14990,Style 1.6 BlueHDi 73KW (100CV),2018,96970,Diésel,Manual,Sabadell 2,7,0.15458389192533772,economy,9.615205300012315,11.482167243713192
135,Ford,Kuga,10990,1.6 EcoBoost 150 A-S-S 4x2 Titanium,2014,176400,Gasolina,Manual,Sabadell 2,11,0.0623015873015873,economy,9.3048320350689,12.080515091473
137,BMW,Serie 1,11990,118d,2013,158000,Diésel,Manual,Granollers,12,0.07588607594936708,luxury,9.391911647379432,11.970356641102999
139,Ford,C-Max,10990,1.0 EcoBoost 125CV Trend+,2015,120597,Gasolina,Manual,Esplugas,10,0.09112996177351013,economy,9.3048320350689,11.700217979389782
141,Hyundai,Tucson,17730,1.7CRDi 85kW (115CV) BD 25 Aniv. Sky 4x2,2017,98000,Diésel,Manual,Sabadell 1,8,0.18091836734693878,economy,9.783069799056989,11.49273296168228
142,Toyota,Avensis,11970,120D Advance Cross Sport,2015,97800,Diésel,Manual,Sabadell 1,10,0.12239263803680982,economy,9.390242337251369,11.490690080919508
143,SEAT,Arona,14990,1.0 TSI 70kW (95CV) Style Ecomotive,2018,42591,Gasolina,Manual,Viladecans,7,0.3519522903899885,economy,9.615205300012315,10.659421721194837
144,Opel,Mokka,10990,1.7 CDTi 4X2 S&S Selective,2013,78000,Diésel,Manual,Mataró,12,0.1408974358974359,economy,9.3048320350689,11.264476926102367
145,Renault,Kadjar,15990,Zen Energy dCi 96kW (130CV),2017,84300,Diésel,Manual,Sabadell 3,8,0.18967971530249111,economy,9.679781342959442,11.342149006315793
146,SEAT,Ateca,25990,2.0 TDI 110kW (150CV) S&S FR Edition,2019,53000,Diésel,Manual,Badalona,6,0.490377358490566,economy,10.165505603232393,10.87806606028079
147,Volkswagen,Touran,22490,Advance 2.0 TDI 110kW(150CV) BMT,2017,23000,Diésel,Manual,Sabadell 3,8,0.9778260869565217,economy,10.020870508171171,10.043292972227004
148,Kia,Sportage,16490,1.6 GDi 97kW (132CV) Drive 4x2,2018,55600,Gasolina,Manual,Sabadell 3,7,0.29658273381294964,economy,9.71057005652877,10.925956465688445
149,Toyota,C-HR,15990,1.8 125H Advance,2017,134000,Híbrido,Automatica,Sabadell 3,8,0.11932835820895522,economy,9.679781342959442,11.80560254159177
150,BMW,X3,22990,sDrive18d,2016,96700,Diésel,Manual,Sabadell 3,9,0.2377456049638056,luxury,10.042858113983936,11.47937902264955
153,SEAT,Leon,13270,1.4 TSI ACT 110kW (150CV) DSG-7 St&Sp FR,2017,169000,Gasolina,Manual,Sabadell 1,8,0.07852071005917159,economy,9.493336482437249,12.037659911047466
154,SEAT,Arona,14490,1.0 TSI 70kW (95CV) Style Ecomotive,2018,95947,Gasolina,Manual,Mataró,7,0.151020876108685,economy,9.581283046045924,11.47156165702892
155,SEAT,Ibiza,9990,ST 1.6 TDI 105cv Style ITech 30 Aniver,2015,67600,Diésel,Manual,Viladecans,10,0.1477810650887574,economy,9.209439966733019,11.121378054821049
158,Peugeot,3008,18990,1.2 PURETECH 96KW (130CV) ACTIVE EAT8,2019,131900,Gasolina,Manual,Sabadell 2,6,0.143972706595906,economy,9.851720461714244,11.789806920177803
160,Audi,A1,12490,Sportback 1.0 TFSI 95CV Adrenalin2,2015,109450,Gasolina,Manual,Sabadell 2,10,0.1141160347190498,luxury,9.43276366396591,11.603232239501322
163,Hyundai,Kona,19490,XLE 4X2 ,2021,11757,Gasolina,Manual,Viladecans,4,1.6577358169601089,economy,9.87770809954864,9.3722891389622
164,Volkswagen,Polo,13990,Advance 1.0 TSI 70kW (95CV),2018,73000,Gasolina,Manual,Granollers,7,0.19164383561643836,economy,9.546169544733285,11.19822841866684
166,Kia,ProCeed,18990,1.6 T-GDi 204CV GT,2016,80000,Gasolina,Manual,Badalona,9,0.237375,economy,9.851720461714244,11.289794413577894
167,SEAT,Leon,14990,1.5 TSI 96kW (130CV) S&S Style Visio Ed,2019,70665,Gasolina,Manual,Badalona,6,0.21212764451991792,economy,9.615205300012315,11.165719830979276
169,Peugeot,308,9990,Nuevo 308 SW Business Line 1.6 HDI 92,2015,90500,Diésel,Manual,Badalona,10,0.1103867403314917,economy,9.209439966733019,11.413116179350727
171,Hyundai,i30,14990,1.0 TGDI Link Fastback,2018,35400,Gasolina,Manual,Granollers,7,0.42344632768361584,economy,9.615205300012315,10.474495347310452
172,Peugeot,5008,11990,Allure 1.6 BlueHDi 88KW (120CV),2016,106000,Diésel,Manual,Granollers,9,0.11311320754716982,economy,9.391911647379432,11.571203807011969
173,Renault,Clio,16490,Zen TCe GPF 96 kW (130CV) EDC,2020,6425,Gasolina,Automatica,Sabadell 2,5,2.566536964980545,economy,9.71057005652877,8.768107539675803
174,Opel,Vivaro,15990,1.6 CDTI 90 CV Expression L1 H1 2.7t,2016,53600,Diésel,Manual,Sabadell 2,9,0.29832089552238805,economy,9.679781342959442,10.889323003601277
175,Ford,EcoSport,14490,1.0T EcoBoost 92kW (125CV) S&S ST Line,2018,29213,Gasolina,Manual,Sabadell 2,7,0.4960120494300483,economy,9.581283046045924,10.282403325410755
176,BMW,Serie 5,11490,520d,2011,199600,Diésel,Manual,Sabadell 2,14,0.05756513026052104,luxury,9.349319399257633,12.20407565286699
177,Audi,A3,12990,Sportb 2.0 TDI 150 clean S line edition,2014,159782,Diésel,Manual,Sabadell 2,11,0.08129826889136449,luxury,9.472012088995733,11.981571923676517
178,Ford,Fiesta,10990,1.0 EcoBoost 74kW ST-Line 5p,2017,90378,Gasolina,Manual,Gavá,8,0.12160038947531479,economy,9.3048320350689,11.411767218509281
180,Kia,Ceed,19990,1.4 T-GDi 103kW (140CV) Tech,2018,28096,Gasolina,Manual,Gavá,7,0.7114891799544419,economy,9.903037451255743,10.243418088056579
181,Toyota,Verso,14990,1.6D 115D Advance + Pack Style 7pl.,2016,98861,Diésel,Manual,Gavá,9,0.1516270318932643,economy,9.615205300012315,11.501480217285486
183,Hyundai,i30,14490,1.6 CRDi 81kW (110CV) Tecno Tech,2017,56294,Diésel,Manual,Esplugas,8,0.257398657050485,economy,9.581283046045924,10.938361000237231
184,Renault,Megane,17990,Limited TCe 103 kW (140CV) GPF -SS,2020,33375,Gasolina,Automatica,Esplugas,5,0.5390262172284644,economy,9.79762691183662,10.415592357800499
