Unnamed: 0,brand,model,price,engine,year,mileage,fuel,gearbox,location,car_age,price_per_km,brand_classification,log_price,log_mileage
586,Ford,Fiesta,8490,1.25 Duratec 60cv Trend 5p,2015,51995,Gasolina,Manual,Hospitalet,10,0.16328493124338878,economy,9.046762057999363,10.858922071527909
588,SEAT,Altea,7490,1.6 TDI 105cv Reference E-Ecomotive,2012,169999,Diésel,Manual,Gavá,13,0.044059082700486474,economy,8.921457578947882,12.043553716032399
592,BMW,Serie 2 Active Tourer,18990,218d,2017,83000,Diésel,Manual,Granollers,8,0.22879518072289157,luxury,9.851720461714244,11.326607934898927
593,SEAT,Ibiza,11490,1.0 EcoTSI 70kW (95CV) Style,2018,94230,Gasolina,Manual,Granollers,7,0.12193568927093282,economy,9.349319399257633,11.45350449347602
596,Audi,A3,11990,Sportback 1.4 TFSI 125cv Ambition,2011,107802,Gasolina,Manual,Mataró,14,0.11122242630006865,luxury,9.391911647379432,11.588060766383348
597,Ford,Fiesta,9990,1.0 EcoBoost 100cv Trend 5p,2016,91321,Gasolina,Manual,Mataró,9,0.10939433427141622,economy,9.209439966733019,11.422147001411354
598,Kia,Soul EV,16490,Eléctrico (CHAdeMO),2016,54700,Eléctrico,Automatica,Badalona,9,0.30146252285191955,economy,9.71057005652877,10.909637269778615
599,Opel,Combo,8990,Cargo 1.3 CDTI L1 H1,2016,99769,Diésel,Manual,Mataró,9,0.09010814982609829,economy,9.103979355984773,11.510622815907553
601,Honda,CR-V,14990,2.2 i-DTEC Innova,2014,153286,Diésel,Manual,Hospitalet,11,0.09779105723940869,economy,9.615205300012315,11.940067260220388
604,SEAT,Ibiza,11990,1.6 TDI 70kW (95CV) Reference,2018,49276,Diésel,Manual,Sabadell 1,7,0.2433233216981898,economy,9.391911647379432,10.805212719730967
605,BMW,X4,24490,xDrive20d,2016,126119,Diésel,Automatica,Gavá,9,0.19418168555094792,luxury,10.106060982105628,11.744989113658997
608,Volkswagen,Golf,26990,GTI Clubsport 2.0 TSI BMT,2017,39400,Gasolina,Manual,Granollers,8,0.6850253807106599,economy,10.203258756085228,10.5815464756746
611,Renault,Clio,8490,Dynamique Energy TCe 90 S&S eco2,2014,97970,Gasolina,Manual,Viladecans,11,0.08665918138205574,economy,9.046762057999363,11.492426795492882
612,BMW,Serie 1,14990,116d,2018,97265,Diésel,Manual,Viladecans,7,0.1541150465223873,luxury,9.615205300012315,11.485204772369627
614,Kia,Ceed,17990,1.4 T-GDi 103kW GT Line DCT,2019,44230,Gasolina,Manual,Sabadell 3,6,0.40673750847840834,economy,9.79762691183662,10.697181179695644
618,Opel,Insignia,6990,1.8 16v Essentia,2011,134000,Gasolina,Manual,Sabadell 1,14,0.05216417910447761,economy,8.852378886511985,11.80560254159177
619,Hyundai,Tucson,15490,1.7CRDi 85kW (115CV) BD 25 Aniversa. 4x2,2016,125000,Diésel,Manual,Sabadell 1,9,0.12392,economy,9.648014489106362,11.736077016252437
620,Opel,Astra,17990,1.6 CDTi S/S 100kW (136CV) GSi Line,2019,22900,Diésel,Manual,Badalona,6,0.785589519650655,economy,9.79762691183662,10.038935856711177
621,Toyota,Auris,10990,1.8 140H Business,2015,146500,Híbrido,Automatica,Sabadell 2,10,0.07501706484641638,economy,9.3048320350689,11.89478753335453
623,BMW,X2,25990,sDrive18d,2018,99990,Diésel,Automatica,Esplugas,7,0.2599259925992599,luxury,10.165505603232393,11.512835460919986
625,SEAT,Ibiza,13490,1.0 EcoTSI 70kW (95CV) Style,2018,27392,Gasolina,Manual,Esplugas,7,0.49247955607476634,economy,9.509778075438817,10.21804278528445
626,Ford,Focus,17990,1.5 Ecoblue 88kW ST-Line Auto,2018,27000,Diésel,Automatica,Granollers,7,0.6662962962962963,economy,9.79762691183662,10.203629181337648
627,Toyota,Yaris,13490,1.5 Hybrid Active,2017,57950,Híbrido,Automatica,Hospitalet,8,0.23278688524590163,economy,9.509778075438817,10.967353104874402
629,Audi,A4,17850,2.0 TDI 110kW (150CV) S tronic,2017,132853,Diésel,Automatica,Sabadell 1,8,0.13435902839981032,luxury,9.789814808047552,11.79700605988034
630,BMW,Serie 4,22490,420d Gran Coupe,2015,100787,Diésel,Automatica,Sabadell 1,10,0.22314385783880858,luxury,10.020870508171171,11.520774579913628
633,Volkswagen,T-Roc,19590,Edition 1.0 TSI 85kW (115CV),2018,64181,Gasolina,Manual,Sabadell 1,7,0.3052305199358065,economy,9.882825556088031,11.069478076534185
634,Peugeot,308,16280,GTi 184KW (250CV),2016,112000,Gasolina,Manual,Sabadell 1,9,0.14535714285714285,economy,9.697754062731514,11.626263078808801
635,Renault,Megane,16990,Business TCe 85 kW (115CV) GPF,2020,17000,Gasolina,Manual,Granollers,5,0.9994117647058823,economy,9.740439071085758,9.741027444837728
637,BMW,Serie 1,15290,116d,2017,77800,Diésel,Manual,Badalona,8,0.19652956298200513,luxury,9.63501969900815,11.261909563554314
638,Porsche,Cayenne,20990,3.0 TD Tiptronic,2012,220000,Diésel,Automatica,Badalona,13,0.09540909090909092,performance,9.951849053414007,12.301387370778713
639,Volkswagen,Touareg,18990,3.0 V6 TDI 245 Tiptronic BlueMotion Tech,2012,155000,Diésel,Automatica,Badalona,13,0.12251612903225806,economy,9.851720461714244,11.951186847493474
641,Kia,Ceed,13790,1.6 CRDi VGT 100kW (136CV) Tech,2018,90760,Diésel,Manual,Viladecans,7,0.15193918025561923,economy,9.531771484474337,11.415984956902713
644,Renault,Scenic,10990,Intens dCi 110,2016,107410,Diésel,Manual,Sabadell 3,9,0.10231821990503677,economy,9.3048320350689,11.584417876668853
645,SEAT,Ibiza,9990,1.2 TSI 90cv Style,2016,99869,Gasolina,Manual,Mataró,9,0.10003104066326889,economy,9.209439966733019,11.51162461923718
646,Volkswagen,T-Roc,24990,Sport 2.0 TSI 140kW (190CV) 4 Motion DSG,2018,61220,Gasolina,Automatica,Gavá,7,0.4081999346618752,economy,10.126271039034782,11.022245546897196
649,Toyota,Yaris,11990,1.5 Hybrid Active,2018,98400,Híbrido,Automatica,Gavá,7,0.12184959349593497,economy,9.391911647379432,11.496806245590331
650,Opel,Grandland X,15990,1.5 CDTi Excellence,2018,39456,Diésel,Manual,Viladecans,7,0.4052615571776156,economy,9.679781342959442,10.582966750330653
652,Peugeot,308,13990,5p Allure 1.2 PureTech 81KW (110CV) S&S,2018,75515,Gasolina,Manual,Hospitalet,7,0.18526120638283786,economy,9.546169544733285,11.232099833314933
653,Hyundai,Tucson,15490,1.6 GDi BlueDrive Tecno 4x2,2017,83000,Gasolina,Manual,Viladecans,8,0.1866265060240964,economy,9.648014489106362,11.326607934898927
654,BMW,Serie 2,29990,218iA Gran Coupe,2020,25807,Gasolina,Automatica,Esplugas,5,1.1620878056341302,luxury,10.30865261563529,10.15843980036499
655,Kia,Ceed,14990,1.0 T-GDi 88kW (120CV) Drive,2019,32000,Gasolina,Manual,Granollers,6,0.4684375,economy,9.615205300012315,10.373522431293592
656,SEAT,Ibiza,10290,1.0 EcoTSI 70kW Style Connect,2017,52000,Gasolina,Manual,Badalona,8,0.19788461538461538,economy,9.23902500583609,10.859018228147885
658,Audi,A1,15990,Sportback 1.4 TFSI Adrenalin SLine,2017,53000,Gasolina,Manual,Badalona,8,0.3016981132075472,luxury,9.679781342959442,10.87806606028079
660,Ford,Kuga,18490,1.5 EcoBoost 88kW 4x2 Trend,2019,25396,Gasolina,Manual,Esplugas,6,0.7280674121908962,economy,9.825039406206987,10.142386335794844
661,Audi,Q2,21990,sport ed 2.0 TDI 140kW quattro S tronic,2017,106455,Diésel,Automatica,Esplugas,8,0.20656615471325912,luxury,9.998388557730847,11.575487033223578
662,SEAT,Leon,7990,1.6 TDI 105cv Style,2013,144000,Diésel,Manual,Badalona,12,0.05548611111111111,economy,8.986071187374462,11.87757552297847
663,BMW,X1,18490,xDrive18d,2016,122916,Diésel,Manual,Viladecans,9,0.15042793452439063,luxury,9.825039406206987,11.719264609828786
664,Kia,Stonic,13490,1.0 T-GDi 88kW (120CV) Drive Eco-Dynam,2018,91388,Gasolina,Manual,Viladecans,7,0.14761237799273427,economy,9.509778075438817,11.422880400090175
665,Volkswagen,Passat,14990,Sport 2.0 TDI 150CV BMT DSG,2015,111240,Diésel,Automatica,Viladecans,10,0.1347536857245595,economy,9.615205300012315,11.61945429787959
666,SEAT,Arona,16990,1.0 TSI 85kW (115CV) FR Ecomotive,2018,19754,Gasolina,Manual,Mataró,7,0.8600789713475752,economy,9.740439071085758,9.891161902845491
667,Audi,A3,24990,Sportback Design 35 TFSI 110kW S tronic,2019,30450,Gasolina,Automatica,Hospitalet,6,0.8206896551724138,luxury,10.126271039034782,10.323874113321294
668,Kia,Picanto,10990,1.0 CVVT 49kW (67CV) Concept,2020,14000,Gasolina,Manual,Badalona,5,0.785,economy,9.3048320350689,9.546884034617925
669,Audi,A1,12990,Sportback 1.0 TFSI 95CV Adrenalin,2015,95100,Gasolina,Manual,Hospitalet,10,0.1365930599369085,luxury,9.472012088995733,11.462694763725304
670,BMW,Serie 4,22990,420d Gran Coupe,2016,104000,Diésel,Automatica,Badalona,9,0.22105769230769232,luxury,10.042858113983936,11.552155793461898
671,Renault,Megane,6990,Dynamique EDC dCi 110,2012,131783,Diésel,Manual,Mataró,13,0.0530417428651647,economy,8.852378886511985,11.788919497626818
672,Ford,Kuga,9990,2.0 TDCi 140 4x2 Titanium,2012,110155,Diésel,Manual,Mataró,13,0.0906903908129454,economy,9.209439966733019,11.609652821922658
673,SEAT,Leon,10990,1.6 TDI 105cv St&Sp Style,2014,138000,Diésel,Manual,Granollers,11,0.07963768115942028,economy,9.3048320350689,11.835016210489899
674,Toyota,Yaris,13990,1.5 Hybrid Active,2018,65000,Híbrido,Automatica,Viladecans,7,0.21523076923076923,economy,9.546169544733285,11.082157933374816
675,Renault,Kadjar,16990,Zen Energy dCi 81kW (110CV),2018,45000,Diésel,Manual,Granollers,7,0.37755555555555553,economy,9.740439071085758,10.714439990727769
676,Volkswagen,Touran,24990,Advance 1.5 TSI 110kW (150CV) DSG,2019,52444,Gasolina,Automatica,Esplugas,6,0.4765082754938601,economy,10.126271039034782,10.867520280395704
680,BMW,Serie 1,25990,118d,2021,28237,Diésel,Automatica,Viladecans,4,0.9204235577433864,luxury,10.165505603232393,10.24842386756947
681,Toyota,Rav4,16490,2.0 150 AWD Executive,2015,131023,Gasolina,Manual,Esplugas,10,0.12585576578158034,economy,9.71057005652877,11.783135791509968
682,BMW,Serie 1,9990,118d,2013,181200,Diésel,Manual,Sabadell 3,12,0.05513245033112583,luxury,9.209439966733019,12.107362191339584
683,BMW,Serie 1,26840,118d Pack M,2021,24000,Diésel,Automatica,Sabadell 1,4,1.1183333333333334,luxury,10.197685848215706,10.085850775128717
684,Volkswagen,Golf,17990,Business 1.5 TSI EVO 96kW (130CV),2019,26951,Gasolina,Automatica,Sabadell 2,6,0.6675076991577307,economy,9.79762691183662,10.20181278508639
686,Renault,Talisman,17990,S.T. SL ICON Energy dCi 96 kW (130CV),2018,56000,Diésel,Automatica,Hospitalet,7,0.32125,economy,9.79762691183662,10.933124826700706
687,Peugeot,208,17990,PureTech 73kW (100CV) GT Line,2020,22577,Gasolina,Manual,Gavá,5,0.7968286309075608,economy,9.79762691183662,10.024731259821491
688,Audi,A8,31490,L 4.0 TFSI 435CV quattro tiptronic,2015,146000,Gasolina,Automatica,Granollers,10,0.2156849315068493,luxury,10.357457069703907,11.891368749982085
689,Kia,Ceed,16290,1.0 MHEV 88kW (120CV) Tech DCT,2021,13590,Gasolina,Manual,Sabadell 2,4,1.1986754966887416,economy,9.69836808706617,9.517163087955346
690,Volkswagen,Tiguan,14990,2.0 TDI 177cv DSG 4x4 Sport BMotion Tech,2014,162895,Diésel,Automatica,Mataró,11,0.09202246846127873,economy,9.615205300012315,12.000867239346977
691,Hyundai,Tucson,16690,1.6 GDi BlueDrive Link 4x2,2018,68750,Gasolina,Manual,Sabadell 1,7,0.24276363636363638,economy,9.722624930978418,11.13824656087758
694,Audi,A3,7780,Sportback 1.6 TDI 105 S tronic Ambition,2011,147000,Diésel,Manual,Sabadell 1,14,0.05292517006802721,luxury,8.95944014361693,11.898194668458823
695,Ford,Fiesta,13990,1.0 EcoBoost 70kW (95CV) Active S/S 5p,2020,40700,Gasolina,Manual,Granollers,5,0.34373464373464374,economy,9.546169544733285,10.614007941153417
696,BMW,Serie 2 Gran Tourer,17490,218d,2017,97570,Diésel,Manual,Granollers,8,0.17925591882750846,luxury,9.769441741907062,11.488335597101436
697,Peugeot,308,14990,5p Tech Edition 1.2 PureTech 96KW,2019,27500,Gasolina,Manual,Hospitalet,6,0.5450909090909091,economy,9.615205300012315,10.221977646629885
701,BMW,X3,13990,xDrive20d,2011,155044,Diésel,Automatica,Esplugas,14,0.09023245014318516,luxury,9.546169544733285,11.951470676346583
702,Audi,A3,13990,1.6 TDI clean diesel 110CV Attracted,2016,134535,Diésel,Manual,Granollers,9,0.10398780986360427,luxury,9.546169544733285,11.809587100202586
703,SEAT,Leon,22790,2.0 TSI 221kW (300CV) DSG-6 St&Sp CUPRA,2018,82490,Gasolina,Automatica,Sabadell 2,7,0.27627591223178566,economy,10.03412100017133,11.320444475462835
704,Toyota,Auris,14990,1.8 140H Hybrid Advance,2018,60000,Híbrido,Automatica,Badalona,7,0.24983333333333332,economy,9.615205300012315,11.002116507732017
705,Ford,Fiesta,7490,1.5 TDCi 75cv Trend 5p,2015,146388,Diésel,Manual,Viladecans,10,0.05116539607071618,economy,8.921457578947882,11.89402274107443
706,SEAT,Ibiza,12950,1.0 EcoTSI 85kW (115CV) FR,2018,55548,Gasolina,Manual,Sabadell 1,7,0.23313170591200402,economy,9.468928284223587,10.925020793105562
708,Ford,Fiesta,4990,1.25 60cv Urban,2011,116300,Gasolina,Manual,Granollers,14,0.04290627687016337,economy,8.515391569469609,11.663936936922067
709,BMW,Serie 3,9990,330xi,2007,145500,Gasolina,Automatica,Granollers,18,0.06865979381443299,luxury,9.209439966733019,11.887938238422299
710,Opel,Mokka X,12990,1.4 T 103kW (140CV) 4X2 S&S Excellence,2017,87000,Gasolina,Manual,Viladecans,8,0.1493103448275862,economy,9.472012088995733,11.373674891823535
711,Peugeot,5008,7490,Sport Pack 1.6 HDI 112 FAP,2010,107108,Diésel,Manual,Viladecans,15,0.06992941703700938,economy,8.921457578947882,11.58160228651866
715,Hyundai,Tucson,14990,1.7 CRDi BlueDrive Tecno Sky Safe 4x2,2015,113000,Diésel,Manual,Badalona,10,0.13265486725663717,economy,9.615205300012315,11.635151947212842
716,Toyota,Yaris,13990,1.5 Hybrid Feel,2018,61218,Híbrido,Automatica,Mataró,7,0.2285275572544023,economy,9.546169544733285,11.022212877834795
718,Renault,Grand Scenic,9990,SELECTION Energy dCi 110 eco2 7p Euro 6,2015,152710,Diésel,Manual,Sabadell 1,10,0.06541811276275293,economy,9.209439966733019,11.936302525285422
719,Opel,Insignia,6760,2.0 CDTI Start & Stop 130 CV Selective,2012,191326,Diésel,Manual,Sabadell 1,13,0.03533236465509131,economy,8.818926087090677,12.161739285040445
720,Audi,A3,12490,Sportback 1.6 TDI Ambiente Ed. especial,2013,134347,Diésel,Manual,Sabadell 1,12,0.09296820918963579,luxury,9.43276366396591,11.808188727442323
724,Volkswagen,Polo,7990,Advance 1.0 75CV BMT,2015,129700,Gasolina,Manual,Viladecans,10,0.06160370084811102,economy,8.986071187374462,11.772987080375044
725,Volkswagen,Polo,8990,Advance 1.2 TSI 90CV BMT,2016,145700,Gasolina,Manual,Hospitalet,9,0.06170212765957447,economy,9.103979355984773,11.889311855577725
727,Hyundai,Tucson,19490,1.7 CRDi 104kW BD Tecno Sky Safe DCT 4x2,2017,67000,Diésel,Automatica,Mataró,8,0.2908955223880597,economy,9.87770809954864,11.112462823634855
728,Volkswagen,Golf,14490,Edition 1.0 TSI 81kW (110CV),2017,61071,Gasolina,Manual,Viladecans,8,0.23726482291103798,economy,9.581283046045924,11.01980877498501
729,Toyota,Prius,15990,1.8 Prius hibrido,2017,84735,Híbrido,Automatica,Viladecans,8,0.18870596565763853,economy,9.679781342959442,11.347295819856624
730,Hyundai,i30,23960,2.0 TGDI N Performance,2018,68264,Gasolina,Manual,Sabadell 1,7,0.3509902730575413,economy,10.084182787585497,11.131152469118852
731,Ford,Focus,17890,1.0 Ecoboost 92kW ST-Line SportBr,2019,21287,Gasolina,Manual,Sabadell 1,6,0.8404190350918401,economy,9.792053072089823,9.965898812657525
732,BMW,Serie 1,16540,118d xDrive pack M,2017,75600,Diésel,Automatica,Sabadell 1,8,0.21878306878306877,luxury,9.71359742624222,11.233224789593368
734,Hyundai,i20,11880,1.0 TGDI 74kW (100CV) Tecno LE,2018,37044,Gasolina,Manual,Sabadell 1,7,0.3206997084548105,economy,9.382695764458287,10.519888668850758
735,Audi,A3,15490,Sedan 1.6 TDI clean 110CV Attraction,2016,132252,Diésel,Manual,Granollers,9,0.11712488279950398,luxury,9.648014489106362,11.79247203377328
736,Renault,Clio,10520,Dynamique Energy TCe 90 eco2 Euro 6,2015,75000,Gasolina,Manual,Sabadell 1,10,0.14026666666666668,economy,9.261128538808288,11.225256725762893
737,Kia,Sportage,17280,1.6 CRDi 85kW (115CV) Drive 4x2,2019,70265,Diésel,Manual,Sabadell 1,6,0.24592613676794992,economy,9.757362911053992,11.160043319270192
738,Ford,Focus,6990,1.6 TDCi 115cv Trend,2014,127916,Diésel,Manual,Sabadell 1,11,0.05464523593608305,economy,8.852378886511985,11.759136895075232
740,BMW,Serie 1,13490,116d EfficientDynamics,2016,124120,Diésel,Manual,Mataró,9,0.10868514340960361,luxury,9.509778075438817,11.729012175249165
741,Audi,A3,11990,2.0 TDI 150cv Attraction,2012,125000,Diésel,Manual,Granollers,13,0.09592,luxury,9.391911647379432,11.736077016252437
742,SEAT,Ateca,24980,2.0 TDI 110kW (150CV) S&S Style,2021,4600,Diésel,Manual,Badalona,4,5.430434782608696,economy,10.125870814903928,8.434028950155469
743,BMW,X1,13940,xDrive18d,2015,130017,Diésel,Manual,Sabadell 1,10,0.10721674857903198,luxury,9.542589417753089,11.775428181391266
745,Ford,Focus,15490,1.0 Ecoboost 92kW ST-Line,2019,19200,Gasolina,Manual,Viladecans,6,0.8067708333333333,economy,9.648014489106362,9.862717639992916
749,SEAT,Ibiza,15490,SC 1.8 TSI 192cv Cupra,2016,80600,Gasolina,Manual,Mataró,9,0.19218362282878412,economy,9.648014489106362,11.297266335365645
750,SEAT,Leon,11990,ST 1.6 TDI 110cv St&Sp Style Con Bl Plus,2016,147676,Diésel,Manual,Viladecans,9,0.08119125653457569,economy,9.391911647379432,11.902782735337492
751,SEAT,Leon,10990,SC 1.4 TSI 122cv St&Sp FR,2014,139500,Gasolina,Manual,Viladecans,11,0.07878136200716845,economy,9.3048320350689,11.845827048676645
752,Peugeot,4007,9990,Sport Pack 7 Plazas 2.2 HDI 156 FAP,2012,104793,Diésel,Manual,Viladecans,13,0.09533079499584896,economy,9.209439966733019,11.559751797321729
755,SEAT,Ibiza,12490,SC 1.8 TSI 192cv Cupra,2016,146891,Gasolina,Manual,Granollers,9,0.08502903513489594,economy,9.43276366396591,11.897452901863513
757,Hyundai,Tucson,15990,1.6 GDi BlueDrive Tecno 4x2,2015,57000,Gasolina,Manual,Granollers,10,0.2805263157894737,economy,9.679781342959442,10.950824090522444
758,Audi,A3,10990,Sportback 1.6 TDI 105cv Ambition,2013,118988,Diésel,Manual,Sabadell 1,12,0.09236225501731267,luxury,9.3048320350689,11.686786330846315
759,Volkswagen,Polo,7990,1.6 TDI 90cv Advance,2013,133303,Diésel,Manual,Viladecans,12,0.05993863603969903,economy,8.986071187374462,11.800387513218459
763,Ford,Focus,17990,1.0 Ecoboost 92kW ST-Line,2019,64600,Gasolina,Manual,Granollers,6,0.2784829721362229,economy,9.79762691183662,11.075985169527042
765,Audi,A1,10890,1.6 TDI 90cv Ambition,2014,130800,Diésel,Manual,Sabadell 2,11,0.08325688073394495,luxury,9.295692039075686,11.781432363235949
767,SEAT,Leon,11990,1.2 TSI 81kW (110CV) St&Sp Reference,2017,93000,Gasolina,Manual,Granollers,8,0.1289247311827957,economy,9.391911647379432,11.440365524765754
768,Peugeot,308,16990,5p GT Line 1.2 PureTech 96KW (130CV),2019,73266,Gasolina,Manual,Hospitalet,6,0.23189473971555702,economy,9.740439071085758,11.201865581863736
770,Ford,Kuga,13490,2.0 TDCi 163 4x4 Titanium Powershift,2014,147669,Diésel,Automatica,Hospitalet,11,0.09135295830539923,economy,9.509778075438817,11.902735333467819
771,BMW,Serie 4,32990,420d Automática,2017,50300,Diésel,Automatica,Granollers,8,0.6558648111332008,luxury,10.403990075979044,10.825780236605917
773,Ford,Kuga,14990,1.5 EcoBoost 110kW A-S-S 4x2 Trend,2017,46350,Gasolina,Manual,Granollers,8,0.32340884573894285,economy,9.615205300012315,10.743998145734295
774,Volkswagen,Golf,15490,VI 2.0 TSI 210cv DSG 6 vel GTI,2010,146000,Gasolina,Automatica,Mataró,15,0.1060958904109589,economy,9.648014489106362,11.891368749982085
775,Peugeot,207,5490,Sport 1.6 VTi 16v 120,2007,87450,Gasolina,Manual,Sabadell 2,18,0.06277873070325901,economy,8.610865667278873,11.378833915487142
778,Volkswagen,Golf,8860,VI 2.0 TDI 110cv DPF DSG Sport,2009,143843,Diésel,Automatica,Sabadell 1,16,0.061594933364849176,economy,9.089414904047302,11.8764846579951
780,Volkswagen,Golf,6990,1.4 TSI 170cv GT Sport,2008,211296,Gasolina,Manual,Viladecans,17,0.033081553839164016,economy,8.852378886511985,12.261020005680358
781,Renault,Captur,13990,Zen TCe 66kW (90CV) -18,2018,52590,Gasolina,Manual,Gavá,7,0.2660201559231793,economy,9.546169544733285,10.870300281424473
784,SEAT,Ibiza,13990,1.0 EcoTSI 85kW (115CV) Style,2018,60257,Gasolina,Manual,Gavá,7,0.2321721957614883,economy,9.546169544733285,11.006390622621394
785,Hyundai,Tucson,15990,1.7 CRDi BlueDrive Tecno 4x2,2015,159416,Diésel,Manual,Gavá,10,0.10030360816981984,economy,9.679781342959442,11.979278689588815
786,Ford,Focus,15990,1.0 Ecoboost 92kW Titanium,2018,21404,Gasolina,Manual,Gavá,7,0.7470566249299196,economy,9.679781342959442,9.971379818579047
787,Volkswagen,Golf,13990,Edition 1.6 TDI 110CV BMT,2016,84040,Diésel,Manual,Gavá,9,0.1664683484055212,economy,9.546169544733285,11.339060053983811
788,Kia,Sportage,24990,1.6 GDi 97kW (132CV) Basic 4x2,2018,65872,Gasolina,Manual,Viladecans,7,0.3793721156181686,economy,10.126271039034782,11.095483924851463
790,Volkswagen,Tiguan,14990,2.0 TDI 177cv DSG 4x4 Sport BMotion Tech,2014,162895,Diésel,Automatica,Mataró,11,0.09202246846127873,economy,9.615205300012315,12.000867239346977
